Nr	Group	Position	Locus	LOD	# Iter.	mu_A	mu_H	mu_B	Variance	% Expl.	Additive	Dominance	GIC
7596	1	0.000	i03037Gh	0.05	1	 0.489857	 0.439807	 0.330453	 0.630329	  0.3	 0.0797021	 0.0296516	0.998
7597	1	1.000		0.19	1	 0.564546	 0.342250	 0.332140	 0.625007	  1.2	 0.116203	-0.106093	0.723
7598	1	2.000		0.35	1	 0.641247	 0.337167	 0.293694	 0.618608	  2.2	 0.173777	-0.130303	0.616
7599	1	3.000		0.42	1	 0.657999	 0.414245	 0.254666	 0.615943	  2.6	 0.201666	-0.0420876	0.675
7600	1	4.000		0.44	1	 0.638948	 0.485831	 0.276056	 0.614934	  2.8	 0.181446	 0.0283289	0.900
7601	1	4.300	i14781Gh	0.45	1	 0.631579	 0.500000	 0.291667	 0.614786	  2.8	 0.169956	 0.0383772	1.000
7602	1	5.300		0.37	1	 0.640846	 0.427531	 0.267115	 0.617635	  2.3	 0.186865	-0.0264497	0.712
7603	1	6.300		0.28	1	 0.618982	 0.338865	 0.328332	 0.621330	  1.7	 0.145325	-0.134792	0.622
7604	1	7.300		0.12	1	 0.540045	 0.341746	 0.396538	 0.627791	  0.7	 0.0717534	-0.126545	0.732
7605	1	8.200	i02996Gh	0.01	1	 0.472727	 0.461538	 0.400000	 0.632053	  0.1	 0.0363636	 0.0251748	1.000
7606	1	9.000	i35250Gh	0.02	1	 0.454867	 0.518140	 0.428558	 0.631606	  0.1	 0.0131545	 0.0764272	0.993
7607	1	9.900	i02985Gh	0.39	1	 0.615396	 0.333307	 0.470606	 0.617199	  2.4	 0.0723951	-0.209694	1.000
7608	1	9.900	i51479Gb	0.39	1	 0.615396	 0.333307	 0.470606	 0.617199	  2.4	 0.0723951	-0.209694	1.000
7609	1	10.900		0.18	1	 0.567044	 0.334008	 0.520233	 0.625222	  1.1	 0.0234051	-0.209631	0.730
7610	1	11.600	i52617Gb	0.03	1	 0.500136	 0.410065	 0.473738	 0.631373	  0.2	 0.0131988	-0.0768716	0.755
7611	1	12.400	i02977Gh	0.03	1	 0.448980	 0.529412	 0.428571	 0.631124	  0.2	 0.0102041	 0.0906363	1.000
7612	1	13.300	i47599Gh	0.05	1	 0.442697	 0.551457	 0.428504	 0.630301	  0.3	 0.00709647	 0.115857	0.991
7613	1	14.100	i02975Gh	0.07	1	 0.438257	 0.569305	 0.428471	 0.629441	  0.5	 0.00489276	 0.135942	0.996
7614	1	15.100		0.01	1	 0.446170	 0.513670	 0.460680	 0.631828	  0.1	-0.00725478	 0.0602446	0.851
7615	1	16.100		0.01	1	 0.474023	 0.438841	 0.500843	 0.632169	  0.0	-0.0134102	-0.0485920	0.751
7616	1	17.100		0.06	1	 0.515219	 0.365133	 0.544043	 0.629927	  0.4	-0.0144120	-0.164498	0.698
7617	1	18.100		0.16	1	 0.553708	 0.315783	 0.575760	 0.626196	  1.0	-0.0110258	-0.248952	0.690
7618	1	19.100		0.24	1	 0.577191	 0.301078	 0.578227	 0.622956	  1.5	-0.000518344	-0.276631	0.729
7619	1	19.300	i50141Gb	0.25	1	 0.579834	 0.301932	 0.574704	 0.622499	  1.6	 0.00256506	-0.275337	0.742
7620	1	20.300		0.28	1	 0.584954	 0.318921	 0.543100	 0.621281	  1.8	 0.0209270	-0.245106	0.836
7621	1	21.300		0.28	1	 0.581664	 0.345944	 0.503685	 0.621402	  1.7	 0.0389894	-0.196730	0.976
7622	1	21.400	i00479Gh	0.28	1	 0.581100	 0.348738	 0.499982	 0.621458	  1.7	 0.0405592	-0.191803	0.992
7623	1	21.800	i65738Gm	0.24	1	 0.578833	 0.360371	 0.479072	 0.622967	  1.5	 0.0498805	-0.168581	0.978
7624	1	22.800		0.18	1	 0.573180	 0.395965	 0.406794	 0.625247	  1.1	 0.0831929	-0.0940218	0.986
7625	1	23.100	i02900Gh	0.18	1	 0.571536	 0.406040	 0.384846	 0.625369	  1.1	 0.0933448	-0.0721510	1.000
7626	1	24.100		0.21	1	 0.584957	 0.397736	 0.382802	 0.624240	  1.3	 0.101077	-0.0861440	0.966
7627	1	25.100		0.24	1	 0.599073	 0.389425	 0.380553	 0.623011	  1.5	 0.109260	-0.100388	0.937
7628	1	26.100		0.27	1	 0.613562	 0.381380	 0.378093	 0.621705	  1.7	 0.117735	-0.114447	0.913
7629	1	27.100		0.30	1	 0.628023	 0.373917	 0.375420	 0.620351	  1.9	 0.126302	-0.127804	0.893
7630	1	28.100		0.34	1	 0.641988	 0.367369	 0.372534	 0.618987	  2.1	 0.134727	-0.139892	0.878
7631	1	29.100		0.37	1	 0.654963	 0.362059	 0.369437	 0.617656	  2.3	 0.142763	-0.150141	0.868
7632	1	30.100		0.41	1	 0.666472	 0.358264	 0.366131	 0.616400	  2.5	 0.150171	-0.158037	0.862
7633	1	30.400	i40403Gh	0.42	1	 0.669576	 0.357454	 0.365100	 0.616044	  2.6	 0.152238	-0.159884	0.861
7634	1	31.400		0.44	1	 0.678592	 0.355913	 0.361533	 0.614946	  2.8	 0.158529	-0.164150	0.862
7635	1	32.400		0.47	1	 0.685389	 0.356192	 0.357783	 0.614003	  2.9	 0.163803	-0.165394	0.866
7636	1	33.400		0.49	1	 0.689865	 0.358239	 0.353875	 0.613234	  3.0	 0.167995	-0.163630	0.876
7637	1	34.400		0.50	1	 0.692069	 0.361901	 0.349851	 0.612643	  3.1	 0.171109	-0.159059	0.890
7638	1	35.400		0.51	1	 0.692175	 0.366941	 0.345771	 0.612222	  3.2	 0.173202	-0.152032	0.909
7639	1	36.400		0.52	1	 0.690451	 0.373071	 0.341712	 0.611957	  3.2	 0.174369	-0.143010	0.932
7640	1	37.400		0.52	1	 0.687218	 0.379984	 0.337769	 0.611824	  3.3	 0.174724	-0.132510	0.960
7641	1	38.400		0.52	1	 0.682811	 0.387377	 0.334043	 0.611798	  3.3	 0.174384	-0.121050	0.993
7642	1	38.600	i02834Gh	0.52	1	 0.681818	 0.388889	 0.333333	 0.611803	  3.3	 0.174242	-0.118687	1.000
7643	1	38.600	i21278Gh	0.42	1	 0.652174	 0.354839	 0.421053	 0.615695	  2.6	 0.115561	-0.181775	1.000
7644	1	38.600	i32030Gh	0.42	1	 0.354839	 0.652174	 0.421053	 0.615695	  2.6	-0.0331070	 0.264228	1.000
7645	1	39.600		0.42	1	 0.346518	 0.659442	 0.416162	 0.615704	  2.6	-0.0348220	 0.278102	0.953
7646	1	40.600		0.42	1	 0.337682	 0.667199	 0.410937	 0.615703	  2.6	-0.0366276	 0.292889	0.909
7647	1	41.600		0.42	1	 0.328298	 0.675477	 0.405354	 0.615689	  2.6	-0.0385282	 0.308651	0.868
7648	1	42.600		0.42	1	 0.318333	 0.684305	 0.399387	 0.615663	  2.6	-0.0405272	 0.325445	0.829
7649	1	43.600		0.43	1	 0.307757	 0.693708	 0.393010	 0.615624	  2.7	-0.0426267	 0.343324	0.793
